PREST;ID;MONTO;VENC;TASA;PAGADA_EL;CANC;INT;ABONO;PAGO;RESTA
198;54.0;586.51;30-Jun-2016;1;14-Jul-2016;586.51;91.27;495.24;20792.32;8631.8
198;55.0;586.51;31-Jul-2016;1;26-Jul-2016;586.51;86.32;500.19;21292.51;8131.61
198;56.0;586.51;31-Ago-2016;1;26-Sep-2016;586.51;81.32;505.19;21797.7;7626.42
198;57.0;586.51;30-Sep-2016;1;3-Oct-2016;586.51;76.26;510.25;22307.95;7116.17
198;58.0;586.51;31-Oct-2016;1;21-Nov-2016;586.51;71.16;515.35;22823.3;6600.82
198;59.0;586.51;30-Nov-2016;1;12-Dic-2016;586.51;66.01;520.5;23343.8;6080.32
198;60.0;586.51;31-Dic-2016;1;;0;0;0;0;0
198;61.0;586.51;31-Ene-2017;1;;0;0;0;0;0
198;62.0;586.51;28-Feb-2017;1;;0;0;0;0;0
198;63.0;586.51;31-Mar-2017;1;;0;0;0;0;0
198;64.0;586.51;30-Abr-2017;1;;0;0;0;0;0
198;65.0;586.51;31-May-2017;1;;0;0;0;0;0
198;66.0;586.51;30-Jun-2017;1;;0;0;0;0;0
198;67.0;586.51;31-Jul-2017;1;;0;0;0;0;0
198;68.0;586.51;31-Ago-2017;1;;0;0;0;0;0
198;69.0;586.51;30-Sep-2017;1;;0;0;0;0;0
198;70.0;586.06;31-Oct-2017;1;;0;0;0;0;0
200;1.0;427.07;31-Ene-2012;1;4-May-2012;427.07;205.61;221.46;221.46;20339.93
200;2.0;427.07;29-Feb-2012;1;4-May-2012;427.07;203.4;223.67;445.13;20116.26
200;3.0;427.07;31-Mar-2012;1;16-May-2012;427.07;201.16;225.91;671.04;19890.35
200;4.0;427.07;30-Abr-2012;1;17-May-2012;427.07;198.9;228.17;899.21;19662.18
200;5.0;427.07;31-May-2012;1;4-Jul-2012;427.07;196.62;230.45;1129.66;19431.73
200;6.0;427.07;30-Jun-2012;1;27-Jul-2012;427.07;194.32;232.75;1362.41;19198.98
200;7.0;427.07;31-Jul-2012;1;19-Sep-2012;427.07;191.99;235.08;1597.49;18963.9
200;8.0;427.07;31-Ago-2012;1;19-Oct-2012;427.07;189.64;237.43;1834.92;18726.47
200;9.0;427.07;30-Sep-2012;1;26-Oct-2012;427.07;187.26;239.81;2074.73;18486.66
200;10.0;427.07;31-Oct-2012;1;6-Feb-2013;427.07;184.87;242.2;2316.93;18244.46
200;11.0;427.07;30-Nov-2012;1;15-Feb-2013;427.07;182.44;244.63;2561.56;17999.83
200;12.0;427.07;31-Dic-2012;1;2-Abr-2013;427.07;180;247.07;2808.63;17752.76
200;13.0;427.07;31-Ene-2013;1;9-May-2013;427.07;177.53;249.54;3058.17;17503.22
200;14.0;427.07;28-Feb-2013;1;2-Jul-2013;427.07;175.03;252.04;3310.21;17251.18
200;15.0;427.07;31-Mar-2013;1;8-Jul-2013;427.07;172.51;254.56;3564.77;16996.62
200;16.0;427.07;30-Abr-2013;1;9-Jul-2013;427.07;169.97;257.1;3821.87;16739.52
200;17.0;427.07;31-May-2013;1;10-Jul-2013;427.07;167.4;259.67;4081.54;16479.85
200;18.0;427.07;30-Jun-2013;1;15-Jul-2013;427.07;164.8;262.27;4343.81;16217.58
200;19.0;427.07;31-Jul-2013;1;12-Nov-2013;427.07;162.18;264.89;4608.7;15952.69
200;20.0;427.07;31-Ago-2013;1;5-Dic-2013;427.07;159.53;267.54;4876.24;15685.15
200;21.0;427.07;30-Sep-2013;1;5-Dic-2013;427.07;156.85;270.22;5146.46;15414.93
200;22.0;427.07;31-Oct-2013;1;22-Ene-2014;427.07;154.15;272.92;5419.38;15142.01
200;23.0;427.07;30-Nov-2013;1;23-Ene-2014;427.07;151.42;275.65;5695.03;14866.36
200;24.0;427.07;31-Dic-2013;1;27-Ene-2014;427.07;148.66;278.41;5973.44;14587.95
200;25.0;427.07;31-Ene-2014;1;24-Mar-2014;427.07;145.88;281.19;6254.63;14306.76
200;26.0;427.07;28-Feb-2014;1;13-May-2014;427.07;143.07;284;6538.63;14022.76
200;27.0;427.07;31-Mar-2014;1;19-May-2014;427.07;140.23;286.84;6825.47;13735.92
200;28.0;427.07;30-Abr-2014;1;27-May-2014;427.07;137.36;289.71;7115.18;13446.21
200;29.0;427.07;31-May-2014;1;12-Jun-2014;427.07;134.46;292.61;7407.79;13153.6
200;30.0;427.07;30-Jun-2014;1;3-Jul-2014;427.07;131.54;295.53;7703.32;12858.07
200;31.0;427.07;31-Jul-2014;1;25-Sep-2014;427.07;128.58;298.49;8001.81;12559.58
200;32.0;427.07;31-Ago-2014;1;23-Oct-2014;427.07;125.6;301.47;8303.28;12258.11
200;33.0;427.07;30-Sep-2014;1;31-Oct-2014;427.07;122.58;304.49;8607.77;11953.62
200;34.0;427.07;31-Oct-2014;1;18-Nov-2014;427.07;119.54;307.53;8915.3;11646.09
200;35.0;427.07;30-Nov-2014;1;27-Nov-2014;427.07;116.46;310.61;9225.91;11335.48
200;36.0;427.07;31-Dic-2014;1;19-Dic-2014;427.07;113.35;313.72;9539.63;11021.76
200;37.0;427.07;31-Ene-2015;1;9-Feb-2015;427.07;110.22;316.85;9856.48;10704.91
200;38.0;427.07;28-Feb-2015;1;9-Mar-2015;427.07;107.05;320.02;10176.5;10384.89
200;39.0;427.07;31-Mar-2015;1;20-Abr-2015;427.07;103.85;323.22;10499.72;10061.67
200;40.0;427.07;30-Abr-2015;1;21-May-2015;427.07;100.62;326.45;10826.17;9735.22
200;41.0;427.07;31-May-2015;1;10-Jun-2015;427.07;97.35;329.72;11155.89;9405.5
200;42.0;427.07;30-Jun-2015;1;14-Jul-2015;427.07;94.06;333.01;11488.9;9072.49
200;43.0;427.07;31-Jul-2015;1;14-Sep-2015;427.07;90.72;336.35;11825.25;8736.14
200;44.0;427.07;31-Ago-2015;1;29-Sep-2015;427.07;87.36;339.71;12164.96;8396.43
200;45.0;427.07;30-Sep-2015;1;29-Sep-2015;427.07;83.96;343.11;12508.07;8053.32
200;46.0;427.07;31-Oct-2015;1;9-Nov-2015;427.07;80.53;346.54;12854.61;7706.78
200;47.0;427.07;30-Nov-2015;1;3-Dic-2015;427.07;77.07;350;13204.61;7356.78
200;48.0;427.07;31-Dic-2015;1;15-Ene-2016;427.07;73.57;353.5;13558.11;7003.28
200;49.0;427.07;31-Ene-2016;1;28-Ene-2016;427.07;70.03;357.04;13915.15;6646.24
200;50.0;427.07;29-Feb-2016;1;7-Mar-2016;427.07;66.46;360.61;14275.76;6285.63
200;51.0;427.07;31-Mar-2016;1;2-May-2016;427.07;62.86;364.21;14639.97;5921.42
200;52.0;427.07;30-Abr-2016;1;3-May-2016;427.07;59.21;367.86;15007.83;5553.56
200;53.0;427.07;31-May-2016;1;10-Jun-2016;427.07;55.54;371.53;15379.36;5182.03
200;54.0;427.07;30-Jun-2016;1;14-Jul-2016;427.07;51.82;375.25;15754.61;4806.78
200;55.0;427.07;31-Jul-2016;1;25-Jul-2016;427.07;48.07;379;16133.61;4427.78
200;56.0;427.07;31-Ago-2016;1;27-Sep-2016;427.07;44.28;382.79;16516.4;4044.99
200;57.0;427.07;30-Sep-2016;1;3-Oct-2016;427.07;40.45;386.62;16903.02;3658.37
200;58.0;427.07;31-Oct-2016;1;21-Nov-2016;427.07;36.58;390.49;17293.51;3267.88
200;59.0;427.07;30-Nov-2016;1;12-Dic-2016;427.07;32.68;394.39;17687.9;2873.49
200;60.0;427.07;31-Dic-2016;1;;0;0;0;0;0
200;61.0;427.07;31-Ene-2017;1;;0;0;0;0;0
200;62.0;427.07;28-Feb-2017;1;;0;0;0;0;0
200;63.0;427.07;31-Mar-2017;1;;0;0;0;0;0
200;64.0;427.07;30-Abr-2017;1;;0;0;0;0;0
200;65.0;427.11;31-May-2017;1;;0;0;0;0;0
200;66.0;427.11;30-Jun-2017;1;;0;0;0;0;0
201;1.0;430.41;31-Ene-2012;1;4-May-2012;430.41;261.49;168.92;168.92;25980.56
201;2.0;430.41;29-Feb-2012;1;4-May-2012;430.41;259.81;170.6;339.52;25809.96
201;3.0;430.41;31-Mar-2012;1;16-May-2012;430.41;258.1;172.31;511.83;25637.65
201;4.0;430.41;30-Abr-2012;1;17-May-2012;430.41;256.38;174.03;685.86;25463.62
201;5.0;430.41;31-May-2012;1;4-Jul-2012;430.41;254.64;175.77;861.63;25287.85
201;6.0;430.41;30-Jun-2012;1;27-Jul-2012;430.41;252.88;177.53;1039.16;25110.32
201;7.0;430.41;31-Jul-2012;1;19-Sep-2012;430.41;251.1;179.31;1218.47;24931.01
201;8.0;430.41;31-Ago-2012;1;19-Oct-2012;430.41;249.31;181.1;1399.57;24749.91
201;9.0;430.41;30-Sep-2012;1;26-Oct-2012;430.41;247.5;182.91;1582.48;24567
201;10.0;430.41;31-Oct-2012;1;6-Feb-2013;430.41;245.67;184.74;1767.22;24382.26
201;11.0;430.41;30-Nov-2012;1;15-Feb-2013;430.41;243.82;186.59;1953.81;24195.67
201;12.0;430.41;31-Dic-2012;1;2-Abr-2013;430.41;241.96;188.45;2142.26;24007.22
201;13.0;430.41;31-Ene-2013;1;9-May-2013;430.41;240.07;190.34;2332.6;23816.88
201;14.0;430.41;28-Feb-2013;1;2-Jul-2013;430.41;238.17;192.24;2524.84;23624.64
201;15.0;430.41;31-Mar-2013;1;8-Jul-2013;430.41;236.25;194.16;2719;23430.48
201;16.0;430.41;30-Abr-2013;1;9-Jul-2013;430.41;234.3;196.11;2915.11;23234.37
201;17.0;430.41;31-May-2013;1;10-Jul-2013;430.41;232.34;198.07;3113.18;23036.3
201;18.0;430.41;30-Jun-2013;1;15-Jul-2013;430.41;230.36;200.05;3313.23;22836.25
201;19.0;430.41;31-Jul-2013;1;12-Nov-2013;430.41;228.36;202.05;3515.28;22634.2
201;20.0;430.41;31-Ago-2013;1;5-Dic-2013;430.41;226.34;204.07;3719.35;22430.13
201;21.0;430.41;30-Sep-2013;1;5-Dic-2013;430.41;224.3;206.11;3925.46;22224.02
201;22.0;430.41;31-Oct-2013;1;22-Ene-2014;430.41;222.24;208.17;4133.63;22015.85
201;23.0;430.41;30-Nov-2013;1;23-Ene-2014;430.41;220.16;210.25;4343.88;21805.6
201;24.0;430.41;31-Dic-2013;1;27-Ene-2014;430.41;218.06;212.35;4556.23;21593.25
201;25.0;430.41;31-Ene-2014;1;24-Mar-2014;430.41;215.93;214.48;4770.71;21378.77
201;26.0;430.41;28-Feb-2014;1;13-May-2014;430.41;213.79;216.62;4987.33;21162.15
201;27.0;430.41;31-Mar-2014;1;19-May-2014;430.41;211.62;218.79;5206.12;20943.36
201;28.0;430.41;30-Abr-2014;1;27-May-2014;430.41;209.43;220.98;5427.1;20722.38
201;29.0;430.41;31-May-2014;1;12-Jun-2014;430.41;207.22;223.19;5650.29;20499.19
201;30.0;430.41;30-Jun-2014;1;3-Jul-2014;430.41;204.99;225.42;5875.71;20273.77
201;31.0;430.41;31-Jul-2014;1;25-Sep-2014;430.41;202.74;227.67;6103.38;20046.1
201;32.0;430.41;31-Ago-2014;1;23-Oct-2014;430.41;200.46;229.95;6333.33;19816.15
201;33.0;430.41;30-Sep-2014;1;31-Oct-2014;430.41;198.16;232.25;6565.58;19583.9
201;34.0;430.41;31-Oct-2014;1;18-Nov-2014;430.41;195.84;234.57;6800.15;19349.33
201;35.0;430.41;30-Nov-2014;1;27-Nov-2014;430.41;193.49;236.92;7037.07;19112.41
201;36.0;430.41;31-Dic-2014;1;19-Dic-2014;430.41;191.12;239.29;7276.36;18873.12
201;37.0;430.41;31-Ene-2015;1;9-Feb-2015;430.41;188.73;241.68;7518.04;18631.44
201;38.0;430.41;28-Feb-2015;1;9-Mar-2015;430.41;186.31;244.1;7762.14;18387.34
201;39.0;430.41;31-Mar-2015;1;20-Abr-2015;430.41;183.87;246.54;8008.68;18140.8
201;40.0;430.41;30-Abr-2015;1;21-May-2015;430.41;181.41;249;8257.68;17891.8
201;41.0;430.41;31-May-2015;1;10-Jun-2015;430.41;178.92;251.49;8509.17;17640.31
201;42.0;430.41;30-Jun-2015;1;14-Jul-2015;430.41;176.4;254.01;8763.18;17386.3
201;43.0;430.41;31-Jul-2015;1;14-Sep-2015;430.41;173.86;256.55;9019.73;17129.75
201;44.0;430.41;31-Ago-2015;1;29-Sep-2015;430.41;171.3;259.11;9278.84;16870.64
201;45.0;430.41;30-Sep-2015;1;29-Sep-2015;430.41;168.71;261.7;9540.54;16608.94
201;46.0;430.41;31-Oct-2015;1;9-Nov-2015;430.41;166.09;264.32;9804.86;16344.62
201;47.0;430.41;30-Nov-2015;1;3-Dic-2015;430.41;163.45;266.96;10071.82;16077.66
201;48.0;430.41;31-Dic-2015;1;15-Ene-2016;430.41;160.78;269.63;10341.45;15808.03
201;49.0;430.41;31-Ene-2016;1;28-Ene-2016;430.41;158.08;272.33;10613.78;15535.7
201;50.0;430.41;29-Feb-2016;1;7-Mar-2016;430.41;155.36;275.05;10888.83;15260.65
201;51.0;430.41;31-Mar-2016;1;2-May-2016;430.41;152.61;277.8;11166.63;14982.85
201;52.0;430.41;30-Abr-2016;1;3-May-2016;430.41;149.83;280.58;11447.21;14702.27
201;53.0;430.41;31-May-2016;1;10-Jun-2016;430.41;147.02;283.39;11730.6;14418.88
201;54.0;430.41;30-Jun-2016;1;14-Jul-2016;430.41;144.19;286.22;12016.82;14132.66
201;55.0;430.41;31-Jul-2016;1;25-Jul-2016;430.41;141.33;289.08;12305.9;13843.58
201;56.0;430.41;31-Ago-2016;1;27-Sep-2016;430.41;138.44;291.97;12597.87;13551.61
201;57.0;430.41;30-Sep-2016;1;3-Oct-2016;430.41;135.52;294.89;12892.76;13256.72
201;58.0;430.41;31-Oct-2016;1;21-Nov-2016;430.41;132.57;297.84;13190.6;12958.88
201;59.0;430.41;30-Nov-2016;1;12-Dic-2016;430.41;129.59;300.82;13491.42;12658.06
201;60.0;430.41;31-Dic-2016;1;;0;0;0;0;0
201;61.0;430.41;31-Ene-2017;1;;0;0;0;0;0
201;62.0;430.41;28-Feb-2017;1;;0;0;0;0;0
201;63.0;430.41;31-Mar-2017;1;;0;0;0;0;0
201;64.0;430.41;30-Abr-2017;1;;0;0;0;0;0
201;65.0;430.41;31-May-2017;1;;0;0;0;0;0
201;66.0;430.41;30-Jun-2017;1;;0;0;0;0;0
201;67.0;430.41;31-Jul-2017;1;;0;0;0;0;0
201;68.0;430.41;31-Ago-2017;1;;0;0;0;0;0
201;69.0;430.41;30-Sep-2017;1;;0;0;0;0;0
201;70.0;430.41;31-Oct-2017;1;;0;0;0;0;0
201;71.0;430.41;30-Nov-2017;1;;0;0;0;0;0
201;72.0;430.41;31-Dic-2017;1;;0;0;0;0;0
201;73.0;430.41;31-Ene-2018;1;;0;0;0;0;0
201;74.0;430.41;28-Feb-2018;1;;0;0;0;0;0
201;75.0;430.41;31-Mar-2018;1;;0;0;0;0;0
201;76.0;430.41;30-Abr-2018;1;;0;0;0;0;0
201;77.0;430.41;31-May-2018;1;;0;0;0;0;0
201;78.0;430.41;30-Jun-2018;1;;0;0;0;0;0
201;79.0;430.41;31-Jul-2018;1;;0;0;0;0;0
201;80.0;430.41;31-Ago-2018;1;;0;0;0;0;0
201;81.0;430.41;30-Sep-2018;1;;0;0;0;0;0
201;82.0;430.41;31-Oct-2018;1;;0;0;0;0;0
201;83.0;430.41;30-Nov-2018;1;;0;0;0;0;0
201;84.0;430.41;31-Dic-2018;1;;0;0;0;0;0
201;85.0;430.41;31-Ene-2019;1;;0;0;0;0;0
201;86.0;430.41;28-Feb-2019;1;;0;0;0;0;0
201;87.0;430.41;31-Mar-2019;1;;0;0;0;0;0
201;88.0;430.41;30-Abr-2019;1;;0;0;0;0;0
201;89.0;430.41;31-May-2019;1;;0;0;0;0;0
201;90.0;430.41;30-Jun-2019;1;;0;0;0;0;0
201;91.0;430.41;31-Jul-2019;1;;0;0;0;0;0
201;92.0;430.41;31-Ago-2019;1;;0;0;0;0;0
201;93.0;430.63;30-Sep-2019;1;;0;0;0;0;0
201;94.0;430.62;31-Oct-2019;1;;0;0;0;0;0
217;1.0;427.58;31-Ene-2012;1;4-May-2012;427.58;222.83;204.75;204.75;22077.91
217;2.0;427.58;29-Feb-2012;1;4-May-2012;427.58;220.78;206.8;411.55;21871.11
217;3.0;427.58;31-Mar-2012;1;16-May-2012;427.58;218.71;208.87;620.42;21662.24
217;4.0;427.58;30-Abr-2012;1;17-May-2012;427.58;216.62;210.96;831.38;21451.28
217;5.0;427.58;31-May-2012;1;4-Jul-2012;427.58;214.51;213.07;1044.45;21238.21
217;6.0;427.58;30-Jun-2012;1;27-Jul-2012;427.58;212.38;215.2;1259.65;21023.01
217;7.0;427.58;31-Jul-2012;1;19-Sep-2012;427.58;210.23;217.35;1477;20805.66
217;8.0;427.58;31-Ago-2012;1;19-Oct-2012;427.58;208.06;219.52;1696.52;20586.14
217;9.0;427.58;30-Sep-2012;1;26-Oct-2012;427.58;205.86;221.72;1918.24;20364.42
217;10.0;427.58;31-Oct-2012;1;6-Feb-2013;427.58;203.64;223.94;2142.18;20140.48
217;11.0;427.58;30-Nov-2012;1;15-Feb-2013;427.58;201.4;226.18;2368.36;19914.3
217;12.0;427.58;31-Dic-2012;1;2-Abr-2013;427.58;199.14;228.44;2596.8;19685.86
217;13.0;427.58;31-Ene-2013;1;9-May-2013;427.58;196.86;230.72;2827.52;19455.14
217;14.0;427.58;28-Feb-2013;1;2-Jul-2013;427.58;194.55;233.03;3060.55;19222.11
217;15.0;427.58;31-Mar-2013;1;8-Jul-2013;427.58;192.22;235.36;3295.91;18986.75
217;16.0;427.58;30-Abr-2013;1;9-Jul-2013;427.58;189.87;237.71;3533.62;18749.04
217;17.0;427.58;31-May-2013;1;10-Jul-2013;427.58;187.49;240.09;3773.71;18508.95
217;18.0;427.58;30-Jun-2013;1;15-Jul-2013;427.58;185.09;242.49;4016.2;18266.46
217;19.0;427.58;31-Jul-2013;1;12-Nov-2013;427.58;182.66;244.92;4261.12;18021.54
217;20.0;427.58;31-Ago-2013;1;5-Dic-2013;427.58;180.22;247.36;4508.48;17774.18
217;21.0;427.58;30-Sep-2013;1;5-Dic-2013;427.58;177.74;249.84;4758.32;17524.34
217;22.0;427.58;31-Oct-2013;1;22-Ene-2014;427.58;175.24;252.34;5010.66;17272
217;23.0;427.58;30-Nov-2013;1;23-Ene-2014;427.58;172.72;254.86;5265.52;17017.14
217;24.0;427.58;31-Dic-2013;1;27-Ene-2014;427.58;170.17;257.41;5522.93;16759.73
217;25.0;427.58;31-Ene-2014;1;24-Mar-2014;427.58;167.6;259.98;5782.91;16499.75
217;26.0;427.58;28-Feb-2014;1;13-May-2014;427.58;165;262.58;6045.49;16237.17
217;27.0;427.58;31-Mar-2014;1;19-May-2014;427.58;162.37;265.21;6310.7;15971.96
217;28.0;427.58;30-Abr-2014;1;27-May-2014;427.58;159.72;267.86;6578.56;15704.1
217;29.0;427.58;31-May-2014;1;12-Jun-2014;427.58;157.04;270.54;6849.1;15433.56
217;30.0;427.58;30-Jun-2014;1;3-Jul-2014;427.58;154.34;273.24;7122.34;15160.32
217;31.0;427.58;31-Jul-2014;1;25-Sep-2014;427.58;151.6;275.98;7398.32;14884.34
217;32.0;427.58;31-Ago-2014;1;23-Oct-2014;427.58;148.84;278.74;7677.06;14605.6
217;33.0;427.58;30-Sep-2014;1;31-Oct-2014;427.58;146.06;281.52;7958.58;14324.08
217;34.0;427.58;31-Oct-2014;1;18-Nov-2014;427.58;143.24;284.34;8242.92;14039.74
217;35.0;427.58;30-Nov-2014;1;27-Nov-2014;427.58;140.4;287.18;8530.1;13752.56
217;36.0;427.58;31-Dic-2014;1;19-Dic-2014;427.58;137.53;290.05;8820.15;13462.51
217;37.0;427.58;31-Ene-2015;1;9-Feb-2015;427.58;134.63;292.95;9113.1;13169.56
217;38.0;427.58;28-Feb-2015;1;9-Mar-2015;427.58;131.7;295.88;9408.98;12873.68
217;39.0;427.58;31-Mar-2015;1;20-Abr-2015;427.58;128.74;298.84;9707.82;12574.84
217;40.0;427.58;30-Abr-2015;1;21-May-2015;427.58;125.75;301.83;10009.65;12273.01
217;41.0;427.58;31-May-2015;1;10-Jun-2015;427.58;122.73;304.85;10314.5;11968.16
217;42.0;427.58;30-Jun-2015;1;14-Jul-2015;427.58;119.68;307.9;10622.4;11660.26
217;43.0;427.58;31-Jul-2015;1;14-Sep-2015;427.58;116.6;310.98;10933.38;11349.28
217;44.0;427.58;31-Ago-2015;1;29-Sep-2015;427.58;113.49;314.09;11247.47;11035.19
217;45.0;427.58;30-Sep-2015;1;29-Sep-2015;427.58;110.35;317.23;11564.7;10717.96
217;46.0;427.58;31-Oct-2015;1;9-Nov-2015;427.58;107.18;320.4;11885.1;10397.56
217;47.0;427.58;30-Nov-2015;1;3-Dic-2015;427.58;103.98;323.6;12208.7;10073.96
217;48.0;427.58;31-Dic-2015;1;15-Ene-2016;427.58;100.74;326.84;12535.54;9747.12
217;49.0;427.58;31-Ene-2016;1;28-Ene-2016;427.58;97.47;330.11;12865.65;9417.01
217;50.0;427.58;29-Feb-2016;1;7-Mar-2016;427.58;94.17;333.41;13199.06;9083.6
217;51.0;427.58;31-Mar-2016;1;2-May-2016;427.58;90.84;336.74;13535.8;8746.86
217;52.0;427.58;30-Abr-2016;1;3-May-2016;427.58;87.47;340.11;13875.91;8406.75
217;53.0;427.58;31-May-2016;1;10-Jun-2016;427.58;84.07;343.51;14219.42;8063.24
217;54.0;427.58;30-Jun-2016;1;14-Jul-2016;427.58;80.63;346.95;14566.37;7716.29
217;55.0;427.58;31-Jul-2016;1;25-Jul-2016;427.58;77.16;350.42;14916.79;7365.87
217;56.0;427.58;31-Ago-2016;1;27-Sep-2016;427.58;73.66;353.92;15270.71;7011.95
217;57.0;427.58;30-Sep-2016;1;3-Oct-2016;427.58;70.12;357.46;15628.17;6654.49
217;58.0;427.58;31-Oct-2016;1;21-Nov-2016;427.58;66.54;361.04;15989.21;6293.45
217;59.0;427.58;30-Nov-2016;1;12-Dic-2016;427.58;62.93;364.65;16353.86;5928.8
217;60.0;427.58;31-Dic-2016;1;;0;0;0;0;0
217;61.0;427.58;31-Ene-2017;1;;0;0;0;0;0
217;62.0;427.58;28-Feb-2017;1;;0;0;0;0;0
217;63.0;427.58;31-Mar-2017;1;;0;0;0;0;0
217;64.0;427.58;30-Abr-2017;1;;0;0;0;0;0
217;65.0;427.58;31-May-2017;1;;0;0;0;0;0
217;66.0;427.58;30-Jun-2017;1;;0;0;0;0;0
217;67.0;427.58;31-Jul-2017;1;;0;0;0;0;0
217;68.0;427.58;31-Ago-2017;1;;0;0;0;0;0
217;69.0;427.58;30-Sep-2017;1;;0;0;0;0;0
217;70.0;427.58;31-Oct-2017;1;;0;0;0;0;0
217;71.0;427.58;30-Nov-2017;1;;0;0;0;0;0
217;72.0;427.58;31-Dic-2017;1;;0;0;0;0;0
217;73.0;427.81;31-Ene-2018;1;;0;0;0;0;0
217;74.0;427.8;28-Feb-2018;1;;0;0;0;0;0
218;1.0;427.58;31-Ene-2012;1;4-May-2012;427.58;231.23;196.35;196.35;22926.95
218;2.0;427.58;29-Feb-2012;1;4-May-2012;427.58;229.27;198.31;394.66;22728.64
218;3.0;427.58;31-Mar-2012;1;16-May-2012;427.58;227.29;200.29;594.95;22528.35
218;4.0;427.58;30-Abr-2012;1;17-May-2012;427.58;225.28;202.3;797.25;22326.05
218;5.0;427.58;31-May-2012;1;4-Jul-2012;427.58;223.26;204.32;1001.57;22121.73
218;6.0;427.58;30-Jun-2012;1;27-Jul-2012;427.58;221.22;206.36;1207.93;21915.37
218;7.0;427.58;31-Jul-2012;1;19-Sep-2012;427.58;219.15;208.43;1416.36;21706.94
218;8.0;427.58;31-Ago-2012;1;19-Oct-2012;427.58;217.07;210.51;1626.87;21496.43
218;9.0;427.58;30-Sep-2012;1;26-Oct-2012;427.58;214.96;212.62;1839.49;21283.81
218;10.0;427.58;31-Oct-2012;1;6-Feb-2013;427.58;212.84;214.74;2054.23;21069.07
218;11.0;427.58;30-Nov-2012;1;15-Feb-2013;427.58;210.69;216.89;2271.12;20852.18
218;12.0;427.58;31-Dic-2012;1;2-Abr-2013;427.58;208.52;219.06;2490.18;20633.12
218;13.0;427.58;31-Ene-2013;1;9-May-2013;427.58;206.33;221.25;2711.43;20411.87
218;14.0;427.58;28-Feb-2013;1;2-Jul-2013;427.58;204.12;223.46;2934.89;20188.41
218;15.0;427.58;31-Mar-2013;1;8-Jul-2013;427.58;201.88;225.7;3160.59;19962.71
218;16.0;427.58;30-Abr-2013;1;9-Jul-2013;427.58;199.63;227.95;3388.54;19734.76
218;17.0;427.58;31-May-2013;1;10-Jul-2013;427.58;197.35;230.23;3618.77;19504.53
218;18.0;427.58;30-Jun-2013;1;15-Jul-2013;427.58;195.05;232.53;3851.3;19272
218;19.0;427.58;31-Jul-2013;1;12-Nov-2013;427.58;192.72;234.86;4086.16;19037.14
218;20.0;427.58;31-Ago-2013;1;5-Dic-2013;427.58;190.37;237.21;4323.37;18799.93
218;21.0;427.58;30-Sep-2013;1;5-Dic-2013;427.58;188;239.58;4562.95;18560.35
218;22.0;427.58;31-Oct-2013;1;22-Ene-2014;427.58;185.6;241.98;4804.93;18318.37
218;23.0;427.58;30-Nov-2013;1;23-Ene-2014;427.58;183.18;244.4;5049.33;18073.97
218;24.0;427.58;31-Dic-2013;1;27-Ene-2014;427.58;180.74;246.84;5296.17;17827.13
218;25.0;427.58;31-Ene-2014;1;24-Mar-2014;427.58;178.27;249.31;5545.48;17577.82
218;26.0;427.58;28-Feb-2014;1;13-May-2014;427.58;175.78;251.8;5797.28;17326.02
218;27.0;427.58;31-Mar-2014;1;19-May-2014;427.58;173.26;254.32;6051.6;17071.7
218;28.0;427.58;30-Abr-2014;1;27-May-2014;427.58;170.72;256.86;6308.46;16814.84
218;29.0;427.58;31-May-2014;1;12-Jun-2014;427.58;168.15;259.43;6567.89;16555.41
218;30.0;427.58;30-Jun-2014;1;3-Jul-2014;427.58;165.55;262.03;6829.92;16293.38
218;31.0;427.58;31-Jul-2014;1;25-Sep-2014;427.58;162.93;264.65;7094.57;16028.73
218;32.0;427.58;31-Ago-2014;1;23-Oct-2014;427.58;160.29;267.29;7361.86;15761.44
218;33.0;427.58;30-Sep-2014;1;31-Oct-2014;427.58;157.61;269.97;7631.83;15491.47
218;34.0;427.58;31-Oct-2014;1;18-Nov-2014;427.58;154.91;272.67;7904.5;15218.8
218;35.0;427.58;30-Nov-2014;1;27-Nov-2014;427.58;152.19;275.39;8179.89;14943.41
218;36.0;427.58;31-Dic-2014;1;19-Dic-2014;427.58;149.43;278.15;8458.04;14665.26
218;37.0;427.58;31-Ene-2015;1;9-Feb-2015;427.58;146.65;280.93;8738.97;14384.33
218;38.0;427.58;28-Feb-2015;1;9-Mar-2015;427.58;143.84;283.74;9022.71;14100.59
218;39.0;427.58;31-Mar-2015;1;20-Abr-2015;427.58;141.01;286.57;9309.28;13814.02
218;40.0;427.58;30-Abr-2015;1;21-May-2015;427.58;138.14;289.44;9598.72;13524.58
218;41.0;427.58;31-May-2015;1;10-Jun-2015;427.58;135.25;292.33;9891.05;13232.25
218;42.0;427.58;30-Jun-2015;1;14-Jul-2015;427.58;132.32;295.26;10186.31;12936.99
218;43.0;427.58;31-Jul-2015;1;14-Sep-2015;427.58;129.37;298.21;10484.52;12638.78
218;44.0;427.58;31-Ago-2015;1;29-Sep-2015;427.58;126.39;301.19;10785.71;12337.59
218;45.0;427.58;30-Sep-2015;1;29-Sep-2015;427.58;123.38;304.2;11089.91;12033.39
218;46.0;427.58;31-Oct-2015;1;9-Nov-2015;427.58;120.33;307.25;11397.16;11726.14
